n,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q3,q4
232,0.036,-0.023,0.056,-0.498,-0.034,9.93,1.838,-2.728,-93.904,0.985,0.008,0.024,-0.161
233,-0.005,0.051,0.016,-0.498,0.019,9.954,0.225,-2.394,-94.247,0.985,0.008,0.024,-0.161
234,-0.021,0.029,-0.024,-0.402,0.139,9.834,1.432,-3.028,-93.2,0.985,0.008,0.024,-0.161
235,0.019,-0.029,0.041,-0.57,-0.019,9.949,1.432,-3.028,-93.2,0.985,0.008,0.024,-0.161
236,0.071,-0.013,0.057,-0.522,0.077,9.925,1.497,-4.12,-91.769,0.985,0.008,0.024,-0.161
237,-0.001,0.025,-0.044,-0.556,-0.048,9.829,1.863,-4.971,-93.946,0.985,0.008,0.024,-0.161
238,-0.031,0.042,-0.042,-0.34,0.01,9.944,1.57,-2.873,-93.337,0.985,0.008,0.024,-0.161
239,-0.021,0.052,-0.011,-0.484,-0.053,9.896,0.481,-4.751,-91.963,0.985,0.008,0.024,-0.161
240,0.032,0.019,0.022,-0.541,0.029,9.901,-0.265,-3.947,-92.265,0.985,0.008,0.025,-0.161
241,-0.032,0.036,-0.069,-0.493,0.014,9.949,1.357,-3.394,-95.384,0.985,0.008,0.025,-0.161
242,-0.046,0.035,0.003,-0.541,0.01,9.939,0.265,-2.694,-93.236,0.985,0.008,0.025,-0.161
243,-0.003,0.012,-0.023,-0.565,0.01,10.016,1.341,-3.64,-91.911,0.985,0.008,0.025,-0.161
244,0.015,0.033,-0.009,-0.498,0.014,9.911,1.341,-3.64,-91.911,0.985,0.008,0.025,-0.162
245,0.014,0.033,-0.02,-0.584,0.029,10.002,0.374,-3.684,-94.556,0.985,0.008,0.025,-0.162
246,0.011,0.018,0.063,-0.503,-0.029,9.882,1.068,-3.304,-91.334,0.985,0.008,0.025,-0.161
247,-0.003,0.045,-0.001,-0.565,0.101,9.944,1.068,-3.304,-91.334,0.985,0.008,0.026,-0.161
248,-0.023,0.044,0.026,-0.565,0.038,9.829,1.276,-4,-93.804,0.985,0.008,0.026,-0.161
249,-0.002,0.042,0.003,-0.383,-0.12,9.939,0.747,-2.995,-92.065,0.985,0.008,0.026,-0.161
250,0.003,0.007,0.003,-0.503,0.038,9.958,-0.445,-4.126,-93.289,0.985,0.008,0.026,-0.161
251,-0.013,0.009,-0.036,-0.503,0.057,9.949,1.332,-2.839,-91.896,0.985,0.008,0.026,-0.161
252,-0.011,-0.001,-0.019,-0.517,0.153,9.992,1.321,-2.845,-92.186,0.985,0.008,0.026,-0.161
253,-0.019,0.057,-0.016,-0.383,-0.067,9.997,0.85,-2.538,-93.067,0.985,0.008,0.026,-0.162
254,-0.013,0.019,-0.009,-0.541,0.101,9.978,0.85,-2.538,-93.067,0.985,0.008,0.027,-0.162
255,-0.015,0.008,-0.032,-0.513,0.048,9.858,0.704,-3.826,-93.532,0.985,0.008,0.027,-0.162
256,0.013,-0.024,0.022,-0.527,-0.014,9.911,0.704,-3.826,-93.532,0.985,0.008,0.027,-0.162
257,-0.025,0.019,0.052,-0.503,0.048,9.92,2.625,-3.348,-92.438,0.985,0.008,0.027,-0.161
258,0.027,0.004,-0.001,-0.484,0.019,9.93,2.171,-4.159,-93.195,0.985,0.008,0.027,-0.161
259,-0.034,0.038,-0.032,-0.541,-0.014,9.92,0.867,-3.979,-93.094,0.985,0.008,0.027,-0.162
260,0.002,0.005,0.004,-0.441,0.105,9.963,0.686,-4.642,-94.273,0.985,0.008,0.027,-0.162
261,-0.02,0.006,0.019,-0.445,0.072,9.925,1.896,-4.146,-92.77,0.985,0.008,0.027,-0.161
262,-0.018,0.005,-0.016,-0.508,0.062,9.911,1.894,-3.019,-92.458,0.985,0.008,0.027,-0.161
263,-0.013,-0.004,0.019,-0.517,0.024,9.954,-0.428,-3.31,-92.548,0.985,0.008,0.027,-0.161
264,-0.033,0.022,-0.018,-0.455,0.034,9.92,0.463,-3.149,-91.933,0.985,0.008,0.027,-0.161
265,-0.008,0.012,-0.043,-0.565,0.029,9.954,2.522,-5.257,-91.899,0.985,0.008,0.027,-0.162
266,0.012,-0.039,0.023,-0.441,0,9.978,2.522,-5.257,-91.899,0.985,0.008,0.027,-0.162
267,0.007,-0.027,0.033,-0.445,0.139,10.054,2.21,-3.814,-92.027,0.985,0.008,0.027,-0.161
268,-0.042,0.046,0.028,-0.474,0.029,10.064,1.474,-3.004,-92.039,0.985,0.007,0.027,-0.161
269,0.05,-0.003,0.018,-0.498,0.091,9.958,1.474,-3.004,-92.039,0.985,0.008,0.027,-0.161
270,0.037,-0.034,0.031,-0.513,-0.005,9.968,1.47,-2.684,-92.033,0.985,0.008,0.027,-0.161
271,0.054,0.004,0.011,-0.57,0.057,9.93,1.483,-3.805,-92.054,0.985,0.008,0.027,-0.161
272,-0.029,0.014,0.003,-0.441,0.038,9.915,1.616,-3.169,-92.182,0.985,0.008,0.027,-0.161
273,-0.026,0.015,-0.006,-0.513,0.048,9.848,1.497,-2.669,-91.307,0.985,0.008,0.027,-0.161
274,0.019,0.025,-0.005,-0.431,0.077,9.968,1.425,-2.388,-93.188,0.985,0.008,0.027,-0.161
275,-0.007,-0.004,-0.031,-0.426,0.062,9.973,1.056,-4.601,-92.084,0.985,0.008,0.027,-0.161
276,0.034,-0.023,0.026,-0.508,-0.019,9.978,1.406,-3.043,-93.926,0.985,0.008,0.027,-0.161
277,-0.016,-0.004,-0.016,-0.522,0.115,9.944,2.747,-3.202,-93.011,0.985,0.008,0.027,-0.161
278,-0.056,0.042,0.013,-0.465,-0.014,9.796,2.747,-3.202,-93.011,0.985,0.008,0.027,-0.161
279,-0.042,0.056,-0.012,-0.599,0.01,9.829,1.553,-2.959,-89.861,0.985,0.008,0.027,-0.161
280,-0.027,0.034,-0.01,-0.383,0.096,9.853,1.395,-3.049,-94.217,0.985,0.008,0.027,-0.161
281,0.05,-0.022,0.01,-0.532,0.024,9.92,1.395,-3.049,-94.217,0.985,0.008,0.027,-0.161
282,0.017,-0.048,0.041,-0.58,0.134,9.915,2.155,-2.717,-93.168,0.985,0.008,0.027,-0.161
283,-0.022,0.017,0.002,-0.426,-0.057,9.992,1.005,-3.824,-93.231,0.985,0.008,0.027,-0.161
284,0.037,-0.01,0.062,-0.46,0.062,9.776,0.735,-3.325,-92.506,0.985,0.008,0.027,-0.161
285,-0.046,0.004,-0.015,-0.57,0.081,10.002,-0.307,-3.971,-93.426,0.985,0.008,0.027,-0.161
286,-0.021,-0.011,-0.025,-0.551,-0.038,10.03,-0.154,-4.13,-93.279,0.985,0.008,0.027,-0.161
287,-0.06,0.047,-0.006,-0.484,0.029,10.054,1.635,-3.964,-91.906,0.985,0.007,0.027,-0.161
288,0.04,0.003,0.07,-0.445,0.081,9.853,1.635,-3.964,-91.906,0.985,0.008,0.027,-0.16
289,0.026,-0.03,0.039,-0.575,0.005,9.915,1.6,-3.178,-92.617,0.985,0.008,0.027,-0.16
290,-0.03,-0.007,0.003,-0.479,0.072,9.882,1.354,-4.762,-91.932,0.985,0.008,0.027,-0.16
291,0.026,0.016,0.032,-0.546,0.096,10.011,1.354,-4.762,-91.932,0.985,0.008,0.027,-0.16
292,0.027,0.002,0.02,-0.316,-0.01,9.882,1.309,-3.175,-92.628,0.985,0.008,0.027,-0.16
293,0.006,0.005,-0.03,-0.45,-0.019,9.748,0.719,-1.883,-92.479,0.985,0.008,0.027,-0.16
294,0.023,-0.043,0.067,-0.565,-0.057,10.002,2.233,-4.93,-91.758,0.985,0.008,0.027,-0.16
295,0.031,0.035,0.026,-0.627,0.034,9.935,2.465,-3.999,-93.036,0.985,0.008,0.027,-0.16
296,-0.035,0.021,0.003,-0.35,0.034,9.882,1.458,-3.013,-92.474,0.985,0.008,0.027,-0.16
297,-0.015,0.03,0.019,-0.493,0.12,9.863,0.714,-2.37,-92.779,0.985,0.008,0.027,-0.16
298,0.011,-0.029,0.028,-0.445,0.034,9.925,1.984,-3.214,-94.053,0.985,0.008,0.027,-0.159
299,-0.018,0.031,-0.024,-0.436,-0.038,10.04,0.914,-4.436,-91.941,0.985,0.008,0.027,-0.16
300,0.016,0.024,-0.004,-0.489,-0.067,9.786,0.872,-4.46,-93.103,0.985,0.008,0.027,-0.16
301,-0.037,0.001,-0.002,-0.532,-0.019,9.987,0.872,-4.46,-93.103,0.985,0.008,0.027,-0.16
302,-0.004,-0.006,-0.038,-0.503,0.096,9.939,-0.848,-3.296,-92.129,0.985,0.008,0.027,-0.16
303,-0.019,0.041,-0.024,-0.455,-0.019,9.877,1.303,-3.985,-93.078,0.985,0.008,0.028,-0.16
304,-0.047,0.016,-0.035,-0.441,0.019,10.045,1.294,-3.184,-93.063,0.985,0.008,0.028,-0.16
305,-0.013,0.007,0,-0.426,0.072,10.045,0.966,-2.718,-93.936,0.985,0.008,0.028,-0.16
306,0.021,0.006,0.033,-0.426,0.153,10.069,1.92,-1.553,-91.27,0.985,0.008,0.028,-0.16
307,0.036,-0.046,-0.002,-0.522,0,9.92,2.211,-3.007,-91.722,0.985,0.008,0.027,-0.16
308,0.048,-0.048,0.02,-0.527,0.019,9.882,0.876,-4.78,-93.109,0.985,0.008,0.027,-0.16
309,-0.035,0.012,0.03,-0.46,0.091,9.958,1.004,-2.373,-92.768,0.985,0.008,0.027,-0.16
310,0.032,-0.048,0.083,-0.359,0.158,9.925,0.866,-2.529,-92.631,0.985,0.008,0.027,-0.159
311,-0.019,-0.013,0.035,-0.565,0.086,9.987,2.029,-3.994,-93.052,0.985,0.008,0.027,-0.159
312,0.024,-0.025,0.058,-0.469,0.158,9.887,2.446,-3.204,-93.312,0.985,0.008,0.027,-0.159
313,0.024,-0.011,0.051,-0.536,0.029,9.824,2.446,-3.204,-93.312,0.985,0.008,0.027,-0.159
314,-0.003,0.037,0.012,-0.441,0.029,9.992,0.84,-2.544,-93.357,0.985,0.008,0.027,-0.159
315,-0.038,-0.009,-0.026,-0.374,-0.005,9.915,0.779,-4.912,-91.81,0.985,0.008,0.027,-0.159
316,-0.005,-0.039,0.058,-0.465,0.072,9.963,0.898,-3.961,-92.223,0.985,0.008,0.026,-0.158
317,0.022,0.015,-0.008,-0.479,0.029,10.006,1.281,-2.062,-93.042,0.985,0.008,0.026,-0.158
318,0.027,-0.024,0.024,-0.378,-0.029,9.891,0.294,-3.806,-92.822,0.985,0.008,0.026,-0.158
319,0.001,0.022,-0.003,-0.374,0.019,9.81,1.568,-1.746,-93.026,0.985,0.008,0.026,-0.158
320,-0.021,0.001,-0.005,-0.508,0.053,9.872,0.159,-2.831,-92.228,0.985,0.008,0.026,-0.158
321,0.03,-0.016,0.03,-0.536,-0.086,9.973,1.845,-3.369,-93.916,0.985,0.008,0.026,-0.158
322,0.025,-0.044,0.016,-0.417,0.11,9.829,2.497,-3.981,-92.165,0.985,0.008,0.026,-0.158
323,-0.019,0.06,0.002,-0.541,0.014,9.791,2.497,-3.981,-92.165,0.985,0.008,0.026,-0.158
324,0.015,0.028,0.02,-0.474,0.014,9.853,0.733,-4.132,-92.812,0.985,0.008,0.026,-0.158
325,0,0.043,-0.014,-0.484,0.144,9.935,2.504,-3.655,-91.869,0.985,0.008,0.027,-0.158
326,-0.003,0.02,0.017,-0.522,-0.014,9.82,2.504,-3.655,-91.869,0.985,0.008,0.027,-0.158
327,0.028,0.026,0.023,-0.546,0.081,9.939,1.003,-4.631,-93.536,0.985,0.009,0.027,-0.158
328,0.034,-0.004,0.039,-0.436,-0.043,9.935,1.609,-3.979,-92.632,0.985,0.009,0.027,-0.158
329,-0.027,0.031,-0.019,-0.508,-0.048,9.954,1.012,-3.014,-92.78,0.985,0.009,0.027,-0.158
330,0.01,0.067,-0.054,-0.493,-0.057,9.882,1.829,-1.927,-93.889,0.985,0.009,0.027,-0.158
331,-0.028,0.014,0.02,-0.589,0.048,10.002,0.341,-3.295,-91.361,0.985,0.009,0.027,-0.158
332,-0.007,0.024,0.026,-0.455,0,9.882,1.626,-3.163,-91.891,0.985,0.009,0.027,-0.158
333,-0.007,0.014,0.036,-0.532,-0.057,9.935,1.626,-3.163,-91.891,0.985,0.008,0.028,-0.158
334,0.034,-0.057,0.015,-0.326,0.034,9.92,0.909,-3.955,-91.932,0.985,0.009,0.027,-0.158
335,0.03,-0.012,0.028,-0.493,0.053,9.92,0.909,-3.955,-91.932,0.985,0.009,0.027,-0.157
336,0.04,0.019,-0.019,-0.498,0.067,9.891,0.398,-2.058,-93.364,0.985,0.009,0.027,-0.158
337,-0.021,0.039,-0.045,-0.508,0.043,10.073,0.854,-2.858,-93.073,0.985,0.009,0.027,-0.158
338,-0.023,0.033,0.023,-0.556,0.067,9.987,2.779,-3.184,-92.14,0.985,0.009,0.028,-0.158
339,0.011,0,0.104,-0.536,-0.029,9.958,0.735,-3.325,-92.506,0.985,0.009,0.028,-0.157
340,0.009,0.026,0.034,-0.474,0.153,9.906,0.839,-4.801,-94.125,0.985,0.009,0.028,-0.157
341,-0.029,-0.001,-0.015,-0.484,0.081,9.954,1.318,-3.976,-92.643,0.985,0.009,0.028,-0.157
342,-0.019,-0.046,0.06,-0.422,0.029,9.781,1.913,-2.363,-91.72,0.986,0.009,0.027,-0.157
343,-0.006,-0.001,0.006,-0.556,0.086,9.911,1.483,-3.805,-92.054,0.986,0.009,0.027,-0.157
344,0.024,-0.024,0.035,-0.422,0.014,9.954,1.868,-3.034,-93.184,0.986,0.009,0.027,-0.157
345,0.03,0,0.073,-0.503,0.153,9.93,1.868,-3.034,-93.184,0.986,0.009,0.027,-0.156
346,0.04,-0.022,0.082,-0.489,0.067,9.844,0.866,-2.529,-92.631,0.986,0.009,0.027,-0.156
347,0.03,-0.042,-0.025,-0.532,0.024,9.93,0.866,-2.529,-92.631,0.986,0.009,0.027,-0.156
348,0.034,-0.027,0.033,-0.57,0.072,10.002,1.851,-3.85,-93.925,0.986,0.009,0.027,-0.156
349,0.039,-0.002,0.033,-0.484,0.034,9.954,0.704,-3.826,-93.532,0.986,0.01,0.027,-0.156
350,0.023,-0.019,0.04,-0.383,0,9.978,2.646,-3.82,-92.012,0.986,0.01,0.026,-0.155
351,0.004,0.077,0.014,-0.527,0.187,9.997,1.609,-3.979,-92.632,0.986,0.01,0.027,-0.155
352,-0.012,0.023,0.027,-0.489,-0.086,9.93,2.456,-3.198,-93.021,0.986,0.01,0.027,-0.155
353,-0.045,0.011,0.006,-0.517,0.139,9.93,1.007,-4.951,-93.542,0.986,0.009,0.027,-0.155
354,0.002,-0.022,0.035,-0.422,-0.086,10.05,0.723,-4.621,-93.256,0.986,0.009,0.027,-0.155
355,0.027,-0.019,0.049,-0.45,0.057,9.973,0.714,-3.82,-93.241,0.986,0.01,0.027,-0.155
356,-0.021,0.032,-0.029,-0.431,0.029,9.853,0.271,-4.141,-93.554,0.986,0.01,0.027,-0.155
357,0.001,0.054,0.028,-0.364,0.177,9.872,0.271,-4.141,-93.554,0.986,0.01,0.027,-0.155
358,-0.039,0.024,-0.009,-0.445,-0.01,9.906,0.852,-3.665,-93.378,0.986,0.009,0.027,-0.155
359,-0.022,0.045,-0.035,-0.393,0.034,9.93,0.852,-3.665,-93.378,0.986,0.009,0.027,-0.155
360,-0.015,0.045,-0.026,-0.412,0.034,9.925,2.491,-2.533,-91.848,0.986,0.009,0.028,-0.155
361,-0.019,0.015,-0.005,-0.513,0,9.944,1.993,-4.015,-94.068,0.986,0.009,0.028,-0.155
362,-0.002,0.026,-0.025,-0.407,0.091,9.844,2.607,-2.713,-92.717,0.986,0.009,0.028,-0.155
363,-0.004,0.012,-0.011,-0.35,0.014,9.906,1.902,-4.627,-92.779,0.986,0.009,0.028,-0.155
364,0.045,0.016,0.028,-0.532,-0.019,9.935,1.276,-4,-93.804,0.986,0.009,0.028,-0.155
365,0.022,-0.028,0.059,-0.417,-0.029,9.997,0.294,-3.806,-92.822,0.986,0.009,0.028,-0.155
366,0.015,-0.025,-0.001,-0.493,0.101,10.05,1.428,-2.708,-93.194,0.986,0.009,0.027,-0.155
367,-0.02,-0.001,0,-0.589,0.086,9.906,1.632,-3.644,-91.9,0.986,0.009,0.028,-0.155
368,-0.013,0.023,-0.029,-0.532,0.101,9.949,0.429,-4.781,-93.415,0.986,0.009,0.028,-0.155
369,-0.046,0.023,-0.013,-0.513,0.014,9.954,0.429,-4.781,-93.415,0.986,0.009,0.028,-0.155
370,-0.058,0.044,-0.023,-0.604,0.12,9.848,3.069,-2.704,-91.975,0.986,0.009,0.028,-0.155
371,0.007,-0.002,0.06,-0.479,0.177,9.997,3.069,-2.704,-91.975,0.986,0.009,0.028,-0.155
372,0.003,-0.019,0.031,-0.493,0.096,10.006,0.9,-3.154,-91.917,0.986,0.009,0.028,-0.155
373,0.054,0.021,0.059,-0.474,0.134,9.901,1.448,-3.019,-92.765,0.986,0.009,0.028,-0.154
374,0.01,0.025,-0.015,-0.469,0.01,9.954,0.826,-3.68,-94.104,0.986,0.009,0.028,-0.155
375,0.021,-0.038,0.02,-0.484,0.029,9.911,-0.167,-3.009,-93.258,0.986,0.009,0.028,-0.154
376,-0.037,0.001,0.001,-0.484,0.091,9.887,0.84,-3.994,-93.82,0.986,0.009,0.028,-0.154
377,-0.043,0.017,-0.019,-0.527,0.148,9.906,1.458,-3.013,-92.474,0.986,0.009,0.028,-0.155
378,-0.014,0.038,-0.01,-0.465,0.01,9.882,2.045,-2.534,-92.154,0.986,0.009,0.028,-0.155
379,-0.026,0.014,0.003,-0.503,0.034,10.03,1.605,-3.659,-92.626,0.986,0.009,0.028,-0.155
380,0.05,-0.027,0.044,-0.402,0.057,9.896,1.898,-3.339,-92.464,0.986,0.009,0.028,-0.154
381,-0.017,0.038,0.018,-0.513,0.057,9.906,1.898,-3.339,-92.464,0.986,0.009,0.028,-0.154
382,-0.002,0.014,-0.005,-0.431,0.105,10.073,1.876,-2.384,-92.737,0.986,0.009,0.028,-0.154
383,0.012,-0.012,0.066,-0.407,0.072,9.949,1.876,-2.384,-92.737,0.986,0.009,0.028,-0.154
384,-0.024,-0.004,-0.014,-0.536,0.115,9.963,0.148,-0.903,-91.902,0.986,0.009,0.028,-0.154
385,-0.016,-0.004,0,-0.575,0.081,9.887,-0.121,-3.305,-92.102,0.986,0.009,0.028,-0.154
386,-0.001,-0.009,0.046,-0.517,0.158,9.901,-0.123,-4.596,-92.562,0.986,0.009,0.028,-0.154
387,0.029,-0.035,0.036,-0.469,0.024,9.891,0.308,-4.12,-92.537,0.986,0.009,0.028,-0.154
388,-0.004,0.036,-0.053,-0.508,0.196,9.93,2.074,-2.839,-91.434,0.986,0.009,0.028,-0.154
389,-0.025,0.019,-0.015,-0.58,0.115,9.968,0.15,-2.03,-92.213,0.986,0.009,0.028,-0.154
390,-0.008,-0.005,0.006,-0.402,0.091,9.872,2.183,-3.829,-92.753,0.986,0.009,0.028,-0.154
391,0.038,-0.047,0.032,-0.522,0.072,10.035,0.443,-3.645,-92.668,0.986,0.009,0.028,-0.154
392,-0.002,0.015,0.011,-0.426,0.129,9.939,0.982,-2.709,-93.5,0.986,0.009,0.028,-0.154
393,0.045,-0.004,0.042,-0.556,-0.043,9.987,0.982,-2.709,-93.5,0.986,0.009,0.028,-0.154
394,0.002,0.054,0.039,-0.441,0.053,9.954,0.728,-2.684,-92.494,0.986,0.009,0.028,-0.153
395,-0.021,0.042,0.021,-0.536,0.134,9.925,0.728,-2.684,-92.494,0.986,0.009,0.028,-0.153
396,0.009,0.006,0.002,-0.45,0.062,9.978,0.854,-2.858,-93.073,0.986,0.009,0.028,-0.153
397,-0.015,0.007,-0.012,-0.584,0.105,9.935,-0.121,-3.305,-92.102,0.986,0.009,0.028,-0.153
398,0.045,0.016,0.051,-0.541,0,9.887,2.197,-2.693,-92.006,0.986,0.009,0.028,-0.153
399,0.024,-0.028,0.022,-0.479,-0.029,10.03,1.008,-2.694,-92.774,0.986,0.009,0.028,-0.153
400,-0.026,0.025,0.001,-0.532,0.072,9.982,1.548,-3.208,-94.069,0.986,0.009,0.028,-0.153
401,0.012,-0.006,0.018,-0.436,0.043,9.992,1.868,-3.034,-93.184,0.986,0.009,0.028,-0.153
402,-0.004,0.034,-0.027,-0.388,0.048,9.829,1.576,-4.804,-93.809,0.986,0.009,0.028,-0.153
403,0.044,-0.033,0.049,-0.465,0.192,9.973,0.731,-3.004,-92.5,0.986,0.01,0.028,-0.153
404,0.039,-0.008,0.044,-0.508,0,10.021,1.521,-3.223,-94.795,0.986,0.01,0.028,-0.153
405,0.025,-0.026,0.066,-0.513,0,9.935,1.521,-3.223,-94.795,0.986,0.01,0.028,-0.152
406,0.039,-0.012,0.025,-0.45,0.086,9.891,0.996,-3.023,-93.216,0.986,0.01,0.028,-0.152
407,0.003,0.03,0.03,-0.556,0.086,9.891,1.43,-3.835,-93.506,0.986,0.01,0.028,-0.152
408,-0.042,0.027,-0.016,-0.417,0.125,9.915,0.765,-4.597,-92.095,0.986,0.01,0.028,-0.152
409,-0.035,0.014,0.013,-0.522,0.177,9.949,0.437,-3.164,-92.659,0.986,0.01,0.028,-0.152
410,0.029,-0.008,0.042,-0.378,0.034,9.829,1.283,-3.19,-93.354,0.986,0.01,0.028,-0.152
411,-0.028,-0.001,0.026,-0.541,0.105,9.939,0.212,-5.219,-91.547,0.986,0.01,0.028,-0.152
412,0.025,0.013,0.028,-0.431,0.168,9.901,1.29,-2.863,-93.057,0.986,0.01,0.028,-0.151
413,-0.035,-0.003,0.029,-0.584,0.081,9.887,-0.301,-4.452,-93.435,0.986,0.01,0.028,-0.151
414,-0.018,0.031,-0.03,-0.45,0.057,9.911,0.341,-3.295,-91.361,0.986,0.01,0.028,-0.151
415,-0.011,0.01,-0.019,-0.541,0.12,9.791,0.341,-3.295,-91.361,0.986,0.01,0.028,-0.152
416,0.03,0,0.044,-0.546,0.067,9.958,0.421,-3.173,-93.095,0.986,0.01,0.028,-0.151
417,0.02,0.022,0.046,-0.445,0.11,10.131,1.467,-3.814,-92.489,0.986,0.01,0.028,-0.151
418,-0.009,0.076,-0.009,-0.474,0.091,9.92,0.889,-3.16,-92.208,0.986,0.01,0.028,-0.151
419,-0.021,0.011,-0.005,-0.45,0.01,9.877,1.421,-3.034,-93.491,0.986,0.01,0.029,-0.151
420,-0.024,0.027,-0.017,-0.489,0.072,9.867,-0.731,-1.218,-92.23,0.986,0.01,0.029,-0.151
421,0.025,-0.038,0.021,-0.484,-0.01,9.968,2.455,-4.005,-93.327,0.986,0.01,0.028,-0.151
422,-0.01,-0.07,0.049,-0.522,0.057,9.944,0.285,-3.005,-92.807,0.986,0.01,0.028,-0.151
423,-0.013,0.072,0.002,-0.541,0.024,9.978,0.235,-4.646,-94.724,0.986,0.01,0.028,-0.151
424,-0.016,0.019,0.009,-0.522,0.105,10.045,0.436,-4.455,-93.119,0.986,0.01,0.029,-0.151
425,-0.016,-0.021,0.033,-0.383,0.115,9.848,0.453,-3.155,-92.224,0.986,0.01,0.028,-0.151
426,0.036,0.039,-0.028,-0.426,0.091,9.949,1.577,-2.547,-93.041,0.986,0.01,0.029,-0.151
427,-0.035,0.046,0.013,-0.584,0.014,9.978,1.577,-2.547,-93.041,0.986,0.01,0.029,-0.151
428,-0.012,-0.037,-0.033,-0.354,-0.024,9.824,-0.148,-3.32,-92.828,0.986,0.009,0.029,-0.151
429,-0.01,0.035,0.038,-0.393,0.091,10.016,0.682,-3.355,-93.958,0.986,0.009,0.029,-0.151
430,0.045,-0.012,0.022,-0.474,0.144,9.891,-0.284,-3.636,-92.694,0.986,0.01,0.029,-0.151
431,-0.004,0.015,0.047,-0.503,0.153,9.901,1.048,-2.993,-91.764,0.986,0.01,0.029,-0.15
432,0.055,-0.002,0.012,-0.513,0.134,9.824,0.113,-2.535,-93.384,0.986,0.01,0.029,-0.15
433,0.022,0,-0.003,-0.498,0.148,10.006,1.345,-3.961,-91.917,0.986,0.01,0.029,-0.15
434,-0.049,0.05,0.008,-0.369,0.043,9.844,2.779,-3.184,-92.14,0.986,0.01,0.029,-0.15
435,0.008,0.011,0.031,-0.378,0.019,9.915,0.243,-3.029,-93.968,0.986,0.01,0.029,-0.15
436,0.048,-0.002,0.042,-0.503,0.158,9.901,0.11,-3.665,-93.84,0.987,0.01,0.029,-0.15
437,-0.037,0.002,0.004,-0.402,0.067,9.973,0.11,-3.665,-93.84,0.987,0.01,0.029,-0.15
438,0.056,-0.016,0.047,-0.34,0.038,9.848,0.295,-2.999,-92.516,0.987,0.01,0.028,-0.15
439,-0.005,0.024,-0.04,-0.536,0.134,9.978,0.411,-3.179,-93.385,0.987,0.01,0.029,-0.15
440,-0.043,0.029,0.004,-0.364,0.038,9.834,1.599,-4.469,-93.077,0.987,0.01,0.029,-0.15
441,0.062,-0.037,0.042,-0.527,0.067,9.92,0.845,-2.057,-93.058,0.987,0.01,0.028,-0.15
442,0.058,0.014,0.037,-0.029,0.225,10.121,2.041,-3.664,-92.61,0.987,0.011,0.028,-0.15
443,0.024,0.035,-0.006,-0.513,0.105,9.911,0.135,-4.457,-93.42,0.987,0.011,0.028,-0.15
444,0.031,0.014,0.042,-0.465,0.005,9.896,1.861,-2.393,-93.172,0.987,0.011,0.029,-0.149
445,0.004,0.024,-0.013,-0.493,0.091,9.944,2.197,-2.693,-92.006,0.987,0.011,0.029,-0.149
446,0.041,-0.026,-0.013,-0.345,0.134,10.064,1.904,-1.562,-91.705,0.987,0.011,0.028,-0.15
447,0.008,-0.046,0.051,-0.565,0.034,9.939,1.581,-2.867,-93.047,0.987,0.011,0.028,-0.149
448,-0.025,-0.023,0.032,-0.46,0.148,9.92,2.168,-3.838,-93.189,0.987,0.011,0.028,-0.149
449,0.014,-0.049,0.038,-0.532,0.057,9.935,2.168,-3.838,-93.189,0.987,0.011,0.028,-0.149
450,0.061,-0.029,0.038,-0.388,-0.005,9.93,1.33,-3.646,-92.201,0.987,0.011,0.028,-0.149
451,0.012,0.006,0.066,-0.484,0.163,9.872,0.126,-3.656,-93.405,0.987,0.011,0.028,-0.148
452,0.026,-0.011,0.085,-0.407,0.158,9.891,0.745,-1.868,-91.753,0.987,0.011,0.027,-0.148
453,0.072,-0.029,0.025,-0.46,0.091,9.844,1.428,-2.708,-93.194,0.987,0.012,0.027,-0.148
454,0.032,-0.094,0.136,-0.225,0.259,10.045,0.385,-3.194,-94.111,0.987,0.012,0.027,-0.147
455,-0.052,0.018,-0.018,-0.398,0.101,10.002,1.012,-3.014,-92.78,0.987,0.011,0.027,-0.147
456,-0.047,-0.01,-0.002,-0.527,0.302,9.978,0.708,-1.889,-92.77,0.987,0.011,0.027,-0.147
457,-0.062,0.054,-0.028,-0.445,-0.019,9.958,1.325,-3.166,-92.192,0.987,0.011,0.027,-0.147
458,0.015,-0.008,0.014,-0.513,0.129,9.858,-0.461,-2.685,-93.262,0.987,0.011,0.027,-0.147
459,-0.002,-0.032,0.01,-0.517,0.096,9.939,1.395,-3.049,-94.217,0.987,0.011,0.027,-0.147
460,0.034,-0.038,0.025,-0.513,0.148,10.011,1.887,-3.345,-92.755,0.987,0.011,0.026,-0.147
461,-0.011,-0.003,0.003,-0.484,0.029,9.93,1.887,-3.345,-92.755,0.987,0.011,0.026,-0.147
462,-0.04,0.015,-0.036,-0.436,-0.014,9.939,1.961,-2.582,-94.477,0.987,0.011,0.027,-0.147
463,0.051,-0.033,0.045,-0.445,0.11,9.858,1.961,-2.582,-94.477,0.987,0.011,0.026,-0.147
464,0.045,-0.031,0.04,-0.402,0.11,9.877,0.315,-3.31,-92.087,0.987,0.011,0.026,-0.147
465,0.014,0.004,0,-0.393,0.22,9.872,1.29,-2.863,-93.057,0.987,0.011,0.026,-0.147
466,0.019,0.022,0.021,-0.46,0.172,9.939,0.108,-2.054,-93.375,0.987,0.011,0.026,-0.147
